document_id	cold_category	reference	delta	category_label
DOI:10.1021/acs.biochem.6b01019	strict_double_cold	Core	-0.330492949724744	Double
DOI:10.1021/acs.biochem.6b01019	protein_identity_cold	Core	-0.501278169499021	Protein
DOI:10.1021/acs.biochem.6b01152	strict_double_cold	Core	0.333278437548891	Double
DOI:10.1021/acs.biochem.6b01267	strict_double_cold	Core	-0.214161928244034	Double
DOI:10.1021/acs.biochem.6b01308	protein_identity_cold	Core	-0.0227320244566172	Protein
DOI:10.1021/acs.biochem.7b00041	protein_identity_cold	Core	-0.428340891535852	Protein
DOI:10.1021/acs.biochem.7b00041	strict_double_cold	Core	-0.446013331233802	Double
DOI:10.1021/acs.biochem.7b00078	protein_identity_cold	Core	-0.292305587883986	Protein
DOI:10.1021/acs.jmedchem.1c01307	strict_double_cold	Core	-0.0335194716272468	Double
DOI:10.1021/acschembio.5b00291	strict_double_cold	Core	0.217839521654961	Double
DOI:10.1021/acschembio.5b00370	strict_double_cold	Core	-0.0754092198637427	Double
DOI:10.1021/acschembio.5b00398	strict_double_cold	Core	-0.123887565164886	Double
DOI:10.1021/acschembio.5b00839	strict_double_cold	Core	0.109807037466325	Double
DOI:10.1021/acschembio.5b01018	pair_cold_entities_seen	Core	-0.0989421874110377	Pair
DOI:10.1021/acschembio.5b01018	scaffold_cold	Core	-0.134347426169429	Scaffold
DOI:10.1021/acschembio.6b00156	strict_double_cold	Core	-0.0408722900798735	Double
DOI:10.1021/acschembio.6b00555	protein_identity_cold	Core	-0.0754266869075792	Protein
DOI:10.1021/acschembio.6b00646	strict_double_cold	Core	-0.0803688201277208	Double
DOI:10.1021/acschembio.6b00646	protein_identity_cold	Core	-0.126779359919312	Protein
DOI:10.1021/acschembio.6b00709	pair_cold_entities_seen	Core	0.052715234793768	Pair
DOI:10.1021/acschembio.6b00709	scaffold_cold	Core	0.0117056041370714	Scaffold
DOI:10.1021/acschembio.6b00720	strict_double_cold	Core	-0.0110631073242046	Double
DOI:10.1021/acschembio.6b00747	scaffold_cold	Core	0.0873699040653738	Scaffold
DOI:10.1021/acschembio.6b00962	scaffold_cold	Core	-0.0125390083792845	Scaffold
DOI:10.1021/acschembio.6b00962	strict_double_cold	Core	0.119297354667779	Double
DOI:10.1021/acschembio.7b00062	strict_double_cold	Core	-0.181173051606855	Double
DOI:10.1021/acschembio.7b00062	protein_identity_cold	Core	-0.186709801417826	Protein
DOI:10.1021/acschembio.7b00091	strict_double_cold	Core	0.111628903590617	Double
DOI:10.1021/bi000930v	pair_cold_entities_seen	Core	0.178984170896257	Pair
DOI:10.1021/bi000930v	scaffold_cold	Core	-0.123239132693426	Scaffold
DOI:10.1021/bi00405a032	strict_double_cold	Core	0.329606345248583	Double
DOI:10.1021/bi030031h	protein_identity_cold	Core	-0.157226548525146	Protein
DOI:10.1021/bi047692e	scaffold_cold	Core	-0.102144571019844	Scaffold
DOI:10.1021/bi1005283	strict_double_cold	Core	0.141699528908755	Double
DOI:10.1021/bi1006354	strict_double_cold	Core	0.3123373465622	Double
DOI:10.1021/bi1006354	protein_identity_cold	Core	-0.227351438676215	Protein
DOI:10.1021/bi1017182	strict_double_cold	Core	-0.118256836584127	Double
DOI:10.1021/bi300514j	strict_double_cold	Core	0.168572320108638	Double
DOI:10.1021/bi400740x	protein_identity_cold	Core	-0.0734216203017374	Protein
DOI:10.1021/bi5004519	strict_double_cold	Core	0.038659801808617	Double
DOI:10.1021/bi500561h	strict_double_cold	Core	0.112326155873994	Double
DOI:10.1021/bi500561h	scaffold_cold	Core	0.268276294399678	Scaffold
DOI:10.1021/bi500887n	strict_double_cold	Core	-0.0920217612353633	Double
DOI:10.1021/bi7018282	strict_double_cold	Core	0.536934068434916	Double
DOI:10.1021/bi9005896	strict_double_cold	Core	-0.176148085546166	Double
DOI:10.1021/cb200508b	strict_double_cold	Core	0.470220051959745	Double
DOI:10.1021/cb300671s	scaffold_cold	Core	0.00490472078179573	Scaffold
DOI:10.1021/cb400075f	scaffold_cold	Core	0.0290708856333262	Scaffold
DOI:10.1021/cb4002552	strict_double_cold	Core	0.178348815737084	Double
DOI:10.1021/cb400371r	protein_identity_cold	Core	0.0886044465879555	Protein
DOI:10.1021/cb400371r	strict_double_cold	Core	0.269304536941947	Double
DOI:10.1021/cb400407c	scaffold_cold	Core	-0.0734170497261883	Scaffold
DOI:10.1021/cb500355c	strict_double_cold	Core	-0.0110392272177287	Double
DOI:10.1021/cb5005178	strict_double_cold	Core	0.0574230109825504	Double
DOI:10.1021/cb5005178	protein_identity_cold	Core	0.0780422785313503	Protein
DOI:10.1021/cb500820b	pair_cold_entities_seen	Core	0.168857457440299	Pair
DOI:10.1021/cb500820b	scaffold_cold	Core	-0.242307746294172	Scaffold
DOI:10.1021/cb500917m	strict_double_cold	Core	0.0783941533272894	Double
DOI:10.1021/cb600311v	strict_double_cold	Core	-0.0432854067263628	Double
DOI:10.1021/cb700025j	scaffold_cold	Core	-0.0109872192958306	Scaffold
DOI:10.1021/cb700166z	strict_double_cold	Core	0.517929764935014	Double
DOI:10.1021/cb800162x	scaffold_cold	Core	-0.549204897870837	Scaffold
DOI:10.1021/cc0501561	strict_double_cold	Core	-0.309008516407311	Double
DOI:10.1021/ja011034p	pair_cold_entities_seen	Core	-0.135689228133701	Pair
DOI:10.1021/ja057257n	pair_cold_entities_seen	Core	-0.0218027555667334	Pair
DOI:10.1021/ja057257n	scaffold_cold	Core	-0.0542654311482463	Scaffold
DOI:10.1021/jm030120s	pair_cold_entities_seen	Core	-0.281662566269185	Pair
DOI:10.1021/jm030121k	pair_cold_entities_seen	Core	0.160769022231777	Pair
DOI:10.1021/jm030121k	scaffold_cold	Core	0.235775311811172	Scaffold
DOI:10.1021/jm040037k	scaffold_cold	Core	0.129504202306365	Scaffold
DOI:10.1021/jm049137g	scaffold_cold	Core	0.551361799835135	Scaffold
DOI:10.1021/jm050921q	protein_identity_cold	Core	0.135356962775811	Protein
DOI:10.1021/jm050921q	strict_double_cold	Core	0.232867819016571	Double
DOI:10.1021/jm061465o	protein_identity_cold	Core	0.113721618586334	Protein
DOI:10.1021/jm070332f	protein_identity_cold	Core	0.113721618586335	Protein
DOI:10.1021/jm0704550	strict_double_cold	Core	-0.0649229914875091	Double
DOI:10.1021/jm070487n	strict_double_cold	Core	0.615965417437785	Double
DOI:10.1021/jm101625x	protein_identity_cold	Core	0.0366479233064905	Protein
DOI:10.1021/jm101625x	strict_double_cold	Core	0.13359299574605	Double
DOI:10.1021/jm201734r	strict_double_cold	Core	-0.0889493682240447	Double
DOI:10.1021/jm201734r	protein_identity_cold	Core	0.186655040057772	Protein
DOI:10.1021/jm701266y	scaffold_cold	Core	-0.252600138023768	Scaffold
DOI:10.1021/jm701266y	pair_cold_entities_seen	Core	-0.306252064418752	Pair
DOI:10.1021/jm800571m	strict_double_cold	Core	-0.217840590951981	Double
DOI:10.1021/jm800797n	strict_double_cold	Core	0.250940941939584	Double
DOI:10.1021/jm800797n	protein_identity_cold	Core	0.0853526856646743	Protein
DOI:10.1021/jm8011849	strict_double_cold	Core	-0.192632710667493	Double
DOI:10.1021/jm801475n	strict_double_cold	Core	-0.208177966288357	Double
DOI:10.1021/jm801475n	protein_identity_cold	Core	-0.275209811476929	Protein
DOI:10.1021/jm801627a	protein_identity_cold	Core	0.0811378839238581	Protein
DOI:10.1021/jm801627a	strict_double_cold	Core	-0.0868710440693011	Double
DOI:10.1021/jm801643b	scaffold_cold	Core	-0.00747492221197277	Scaffold
DOI:10.1021/jm900128w	strict_double_cold	Core	-0.315249929610614	Double
DOI:10.1021/jm9002928	pair_cold_entities_seen	Core	0.232476196216544	Pair
DOI:10.1021/jm9002928	scaffold_cold	Core	-0.0290752943370005	Scaffold
DOI:10.1021/jm900472s	scaffold_cold	Core	0.0729269443800047	Scaffold
DOI:10.1038/nchembio.1246	scaffold_cold	Core	0.0899849400818749	Scaffold
DOI:10.1038/nchembio.162	pair_cold_entities_seen	Core	0.0587894060168427	Pair
DOI:10.1038/nchembio.162	scaffold_cold	Core	-0.203028832032193	Scaffold
DOI:10.1038/nchembio.1629	scaffold_cold	Core	-0.178864599838297	Scaffold
DOI:10.1038/nchembio.2134	strict_double_cold	Core	0.0660645428932117	Double
DOI:10.1038/nchembio.2208	strict_double_cold	Core	0.349029894358294	Double
DOI:10.1038/nchembio.2209	strict_double_cold	Core	0.299843026769717	Double
DOI:10.1038/nchembio.2304	scaffold_cold	Core	0.116126035217981	Scaffold
DOI:10.1038/nchembio.2306	scaffold_cold	Core	-0.46864867642941	Scaffold
DOI:10.1038/nchembio.481	strict_double_cold	Core	-0.444379272167198	Double
DOI:10.1038/nsb770	scaffold_cold	Core	-0.0936320071175451	Scaffold
DOI:10.1038/sj.bjp.0706048	strict_double_cold	Core	-0.114059119326072	Double
DOI:10.1038/sj.bjp.0706048	protein_identity_cold	Core	-0.121845640989947	Protein
DOI:10.1073/pnas.0504952102	scaffold_cold	Core	0.0950364344284895	Scaffold
DOI:10.1073/pnas.0504952102	pair_cold_entities_seen	Core	-0.0475705580163628	Pair
DOI:10.1073/pnas.0709662105	strict_double_cold	Core	-0.342533496631842	Double
DOI:10.1074/jbc.m109.017632	strict_double_cold	Core	0.490928721793785	Double
DOI:10.1074/jbc.m109.017632	protein_identity_cold	Core	0.0155749213740061	Protein
DOI:10.1074/jbc.m109.067967	strict_double_cold	Core	-0.233467087253749	Double
DOI:10.1074/jbc.m110.164293	strict_double_cold	Core	0.157360752528928	Double
DOI:10.1074/jbc.m110.164293	protein_identity_cold	Core	-0.314256089297959	Protein
DOI:10.1074/jbc.m110.181594	protein_identity_cold	Core	-0.300935772773917	Protein
DOI:10.1074/jbc.m111.290619	protein_identity_cold	Core	-0.112409747932242	Protein
DOI:10.1074/jbc.m112.414516	strict_double_cold	Core	0.257517421174148	Double
DOI:10.1074/jbc.m112.442335	strict_double_cold	Core	0.18134855093132	Double
DOI:10.1074/jbc.m113.479303	protein_identity_cold	Core	0.246345329877414	Protein
DOI:10.1074/jbc.m113.487777	strict_double_cold	Core	-0.0454526741530915	Double
DOI:10.1074/jbc.m113.489153	strict_double_cold	Core	-0.115362430488406	Double
DOI:10.1074/jbc.m113.490706	strict_double_cold	Core	-0.174480372258926	Double
DOI:10.1074/jbc.m113.490706	protein_identity_cold	Core	-0.223540540261185	Protein
DOI:10.1074/jbc.m113.493569	scaffold_cold	Core	0.194189145254008	Scaffold
DOI:10.1074/jbc.m113.493767	strict_double_cold	Core	0.308662787659815	Double
DOI:10.1074/jbc.m113.497990	scaffold_cold	Core	-0.0749242380859434	Scaffold
DOI:10.1074/jbc.m113.497990	strict_double_cold	Core	-0.00730863226588194	Double
DOI:10.1074/jbc.m113.501353	strict_double_cold	Core	0.183550917530977	Double
DOI:10.1074/jbc.m113.501353	protein_identity_cold	Core	-0.0971378033251895	Protein
DOI:10.1074/jbc.m113.503714	strict_double_cold	Core	-0.000626684964643265	Double
DOI:10.1074/jbc.m113.505503	pair_cold_entities_seen	Core	-0.227365133288803	Pair
DOI:10.1074/jbc.m113.507756	protein_identity_cold	Core	-0.121447611817229	Protein
DOI:10.1074/jbc.m113.507756	strict_double_cold	Core	-0.0934143577734518	Double
DOI:10.1074/jbc.m113.510743	strict_double_cold	Core	0.357866820673355	Double
DOI:10.1074/jbc.m113.514646	strict_double_cold	Core	-0.19622457288086	Double
DOI:10.1074/jbc.m113.519421	strict_double_cold	Core	0.078796850633025	Double
DOI:10.1074/jbc.m113.521708	strict_double_cold	Core	-0.173970856450372	Double
DOI:10.1074/jbc.m113.523183	strict_double_cold	Core	-0.241930759777334	Double
DOI:10.1074/jbc.m113.528695	scaffold_cold	Core	0.620482613236212	Scaffold
DOI:10.1074/jbc.m113.533885	strict_double_cold	Core	0.0178299431595844	Double
DOI:10.1074/jbc.m113.534859	protein_identity_cold	Core	0.00376746174990722	Protein
DOI:10.1074/jbc.m114.553248	strict_double_cold	Core	0.198201038286867	Double
DOI:10.1074/jbc.m114.555052	strict_double_cold	Core	-0.225483555732013	Double
DOI:10.1074/jbc.m114.559062	pair_cold_entities_seen	Core	-0.689480838711835	Pair
DOI:10.1074/jbc.m114.564278	strict_double_cold	Core	-0.249531366037982	Double
DOI:10.1074/jbc.m114.564278	protein_identity_cold	Core	-0.171193272993671	Protein
DOI:10.1074/jbc.m114.566729	strict_double_cold	Core	0.0635160472418649	Double
DOI:10.1074/jbc.m114.569707	scaffold_cold	Core	-0.00104618045317021	Scaffold
DOI:10.1074/jbc.m114.571216	protein_identity_cold	Core	0.406097040147629	Protein
DOI:10.1074/jbc.m114.571737	strict_double_cold	Core	0.094663466174915	Double
DOI:10.1074/jbc.m702316200	strict_double_cold	Core	0.14735608226301	Double
DOI:10.1074/jbc.m707463200	strict_double_cold	Core	-0.154140513482299	Double
DOI:10.1074/jbc.m707463200	scaffold_cold	Core	-0.616248235061117	Scaffold
DOI:10.1111/cbdd.12050	protein_identity_cold	Core	0.00778572268290905	Protein
DOI:10.1111/cbdd.12050	strict_double_cold	Core	0.105373766059557	Double
DOI:10.1111/cbdd.12161	strict_double_cold	Core	0.0765440148502894	Double
DOI:10.1111/cbdd.12728	strict_double_cold	Core	0.02441804492313	Double
DOI:10.1111/cbdd.12801	strict_double_cold	Core	0.626442183783836	Double
DOI:10.1111/j.1747-0285.2007.00535.x	scaffold_cold	Core	-0.0698398891101353	Scaffold
DOI:10.1111/j.1747-0285.2008.00719.x	strict_double_cold	Core	-0.196232723823905	Double
DOI:10.1111/j.1747-0285.2010.01010.x	strict_double_cold	Core	0.0911935868974858	Double
DOI:10.1128/aac.00311-07	strict_double_cold	Core	0.158303032078401	Double
DOI:10.1128/aac.00311-07	protein_identity_cold	Core	0.0927563064481465	Protein
DOI:10.3109/14756366.2012.680063	strict_double_cold	Core	-0.136030025755736	Double
DOI:10.3109/14756366.2012.757223	scaffold_cold	Core	0.0406595781471807	Scaffold
DOI:10.3109/14756366.2012.757223	pair_cold_entities_seen	Core	0.155123567542475	Pair
DOI:10.3109/14756366.2012.757223	strict_double_cold	Core	-0.0966953663684691	Double
DOI:10.3109/14756366.2012.757223	protein_identity_cold	Core	-0.0711868353917629	Protein
PMID:2547766	protein_identity_cold	Core	0.321722556223583	Protein
PMID:3009454	strict_double_cold	Core	0.324841901870395	Double
PMID:3549712	protein_identity_cold	Core	-0.197897679671309	Protein
PMID:3549712	strict_double_cold	Core	-0.198352708818069	Double
ROW:60076	scaffold_cold	Core	-0.0595929238979922	Scaffold
ROW:60077	scaffold_cold	Core	-0.0192599571776813	Scaffold
ROW:60078	pair_cold_entities_seen	Core	-0.0177372535351694	Pair
ROW:60079	pair_cold_entities_seen	Core	0.182615214751215	Pair
ROW:60080	pair_cold_entities_seen	Core	-0.222502355451914	Pair
ROW:60081	scaffold_cold	Core	-0.0820253080787115	Scaffold
ROW:60082	pair_cold_entities_seen	Core	-0.20415665450549	Pair
ROW:60083	pair_cold_entities_seen	Core	0.055684892851931	Pair
ROW:60084	pair_cold_entities_seen	Core	-0.180688317277499	Pair
ROW:60086	pair_cold_entities_seen	Core	0.0170971138094919	Pair
ROW:60087	pair_cold_entities_seen	Core	0.0814300681387213	Pair
DOI:10.1002/cbic.201200524	protein_identity_cold	Core	0.0605939200556317	Protein
DOI:10.1002/cbic.201402512	scaffold_cold	Core	0.00780461878290728	Scaffold
DOI:10.1002/cbic.201600673	scaffold_cold	Core	0.278696382013103	Scaffold
DOI:10.1006/jmbi.2000.4032	protein_identity_cold	Core	-0.109294368868151	Protein
DOI:10.1016/j.bmcl.2004.11.010	strict_double_cold	Core	-0.228630384010073	Double
DOI:10.1021/acs.biochem.6b00954	scaffold_cold	Core	-0.288603871615715	Scaffold
DOI:10.1021/acschembio.5b01018	strict_double_cold	Core	0.538602699629797	Double
DOI:10.1021/bi00405a032	protein_identity_cold	Core	-0.312206543547538	Protein
DOI:10.1021/bi5004519	protein_identity_cold	Core	-0.0687135714922329	Protein
DOI:10.1021/cb200508b	scaffold_cold	Core	-0.438824221446784	Scaffold
DOI:10.1021/cb300671s	strict_double_cold	Core	-0.132991677675977	Double
DOI:10.1021/cb400407c	strict_double_cold	Core	-0.0315910503506711	Double
DOI:10.1021/cc0501561	scaffold_cold	Core	0.017294751481502	Scaffold
DOI:10.1021/jm040037k	strict_double_cold	Core	-0.145459903713965	Double
DOI:10.1021/jm800571m	protein_identity_cold	Core	-0.159058645854305	Protein
DOI:10.1021/jm801643b	pair_cold_entities_seen	Core	-0.0258384602629145	Pair
DOI:10.1073/pnas.0504952102	strict_double_cold	Core	-0.0128180672148976	Double
DOI:10.1074/jbc.m110.181594	strict_double_cold	Core	-0.321774767965557	Double
DOI:10.1074/jbc.m112.442335	protein_identity_cold	Core	-0.191773320376062	Protein
DOI:10.1074/jbc.m113.493569	strict_double_cold	Core	-0.0581278284085851	Double
DOI:10.1074/jbc.m113.514646	pair_cold_entities_seen	Core	-0.155885771534172	Pair
DOI:10.1074/jbc.m113.528695	strict_double_cold	Core	0.0705941825562093	Double
DOI:10.1074/jbc.m113.534859	strict_double_cold	Core	-0.452416793371517	Double
DOI:10.1074/jbc.m114.553248	protein_identity_cold	Core	0.146690122325435	Protein
DOI:10.1074/jbc.m114.559062	protein_identity_cold	Core	0.233479554754207	Protein
DOI:10.1074/jbc.m114.559062	strict_double_cold	Core	0.176267111208734	Double
DOI:10.1074/jbc.m114.569707	strict_double_cold	Core	0.0266321742759321	Double
ROW:60082	scaffold_cold	Core	0.0775328124228869	Scaffold
ROW:60084	scaffold_cold	Core	-0.222751909806174	Scaffold
DOI:10.1002/cbic.201000413	strict_double_cold	Core	-0.178948699725008	Double
DOI:10.1002/cbic.201300613	strict_double_cold	Core	-0.258363113019668	Double
DOI:10.1002/cbic.201402579	scaffold_cold	Core	-0.393408981783344	Scaffold
DOI:10.1002/cbic.201402579	pair_cold_entities_seen	Core	0.00207956959454994	Pair
DOI:10.1002/cbic.201600697	scaffold_cold	Core	0.0491451334997146	Scaffold
DOI:10.1016/j.bmc.2006.07.028	protein_identity_cold	Core	-0.111330484989182	Protein
DOI:10.1016/j.bmc.2007.02.010	strict_double_cold	Core	-0.645347659559839	Double
DOI:10.1016/j.chembiol.2007.10.011	strict_double_cold	Core	0.391655563329684	Double
DOI:10.1016/j.chembiol.2007.10.011	protein_identity_cold	Core	-0.246251389284987	Protein
DOI:10.1016/s1074-5521(98)90168-5	protein_identity_cold	Core	-0.303655688167233	Protein
DOI:10.1021/acs.biochem.5b01325	protein_identity_cold	Core	-0.322540427649648	Protein
DOI:10.1021/acschembio.5b00370	scaffold_cold	Core	0.274858780767134	Scaffold
DOI:10.1021/bi500561h	protein_identity_cold	Core	-0.0671272994577491	Protein
DOI:10.1021/bi500561h	pair_cold_entities_seen	Core	0.445266362708713	Pair
DOI:10.1021/cb200508b	pair_cold_entities_seen	Core	0.00697890082442681	Pair
DOI:10.1021/jm701266y	strict_double_cold	Core	-0.198514339889651	Double
DOI:10.1021/jm701266y	protein_identity_cold	Core	-0.864501298687876	Protein
DOI:10.1021/jm800797n	scaffold_cold	Core	0.192043256111621	Scaffold
DOI:10.1021/jm800797n	pair_cold_entities_seen	Core	0.148920762472614	Pair
DOI:10.1021/jm801643b	protein_identity_cold	Core	0.218446559853843	Protein
DOI:10.1021/jm801643b	strict_double_cold	Core	0.185350096224067	Double
DOI:10.1021/jm9002928	protein_identity_cold	Core	0.665402782607657	Protein
DOI:10.1021/jm9002928	strict_double_cold	Core	0.292544902332715	Double
DOI:10.1038/nchembio.162	protein_identity_cold	Core	0.728597289189536	Protein
DOI:10.1038/nchembio.2304	strict_double_cold	Core	0.108779843360457	Double
DOI:10.1074/jbc.m110.164293	scaffold_cold	Core	0.101446373173561	Scaffold
DOI:10.1074/jbc.m110.164293	pair_cold_entities_seen	Core	-0.734264564410809	Pair
DOI:10.1074/jbc.m114.571216	strict_double_cold	Core	-0.662932923250531	Double
DOI:10.1111/cbdd.12161	protein_identity_cold	Core	-0.286170023365616	Protein
DOI:10.1016/j.bioorg.2017.02.006	pair_cold_entities_seen	Core	-0.0778086696172547	Pair
DOI:10.1016/j.chembiol.2006.06.007	scaffold_cold	Core	0.396406342174533	Scaffold
DOI:10.1021/acschembio.6b00709	protein_identity_cold	Core	-0.0692512176567375	Protein
DOI:10.1021/acschembio.6b00709	strict_double_cold	Core	0.148976385131595	Double
DOI:10.1021/cb400075f	strict_double_cold	Core	0.324235753531084	Double
DOI:10.1021/cb500820b	protein_identity_cold	Core	-0.297463058638641	Protein
DOI:10.1021/cb500820b	strict_double_cold	Core	-0.149300003695759	Double
DOI:10.1021/jm030120s	scaffold_cold	Core	-0.121155311670513	Scaffold
DOI:10.1021/jm049137g	strict_double_cold	Core	1.11022302462516e-16	Double
DOI:10.1021/jm061465o	strict_double_cold	Core	-0.625390630185612	Double
DOI:10.1021/jm070332f	strict_double_cold	Core	-0.625390630185612	Double
DOI:10.1038/nchembio.162	strict_double_cold	Core	0.832624407328988	Double
